food_id,food_name,brand,categories,countries,collection_location,source,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,saturated_fat_g,nutriscore,nova_group,serving_size,quantity,salt_g
170352,"POPEYES, Fried Chicken, Mild, Wing, meat only, skin and breading removed",,,,USDA reference,USDA FoodData Central SR Legacy,,28.94,2.9,9.42,,,814.0,4.024,,,,,
170353,"POPEYES, Fried Chicken, Mild, Breast, meat and skin with breading",,,,USDA reference,USDA FoodData Central SR Legacy,,21.67,9.83,16.47,0.4,0.0,540.0,7.281,,,,,
170354,"POPEYES, Fried Chicken, Mild, Drumstick, meat and skin with breading",,,,USDA reference,USDA FoodData Central SR Legacy,,20.44,9.84,19.14,,,588.0,8.488,,,,,
170355,"Yogurt parfait, lowfat, with fruit and granola",,,,USDA reference,USDA FoodData Central SR Legacy,,3.36,15.86,1.01,1.1,11.68,49.0,0.307,,,,,
170356,"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",,,,USDA reference,USDA FoodData Central SR Legacy,,27.93,0.0,4.54,0.0,0.0,512.0,2.08,,,,,
170357,"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",,,,USDA reference,USDA FoodData Central SR Legacy,,26.24,0.0,7.41,0.0,0.0,492.0,2.933,,,,,
170358,"Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed",,,,USDA reference,USDA FoodData Central SR Legacy,,23.21,0.24,9.41,0.0,0.0,577.0,3.908,,,,,
170359,"Fast Foods, Fried Chicken, Thigh, meat and skin and breading",,,,USDA reference,USDA FoodData Central SR Legacy,,19.23,8.68,18.07,0.1,0.0,747.0,8.477,,,,,
170360,"Fast Foods, Fried Chicken, Wing, meat and skin and breading",,,,USDA reference,USDA FoodData Central SR Legacy,,21.14,11.19,20.09,0.1,0.0,867.0,9.753,,,,,
170361,"DIGIORNO Pizza, cheese topping, cheese stuffed crust, frozen, baked",,,,USDA reference,USDA FoodData Central SR Legacy,,13.48,29.86,11.68,1.9,,806.0,2.905,,,,,
170362,"DIGIORNO Pizza, cheese topping, rising crust, frozen, baked",,,,USDA reference,USDA FoodData Central SR Legacy,,12.8,31.78,8.6,2.4,5.0,696.0,1.854,,,,,
170363,"DIGIORNO Pizza, supreme topping, rising crust, frozen, baked",,,,USDA reference,USDA FoodData Central SR Legacy,,11.74,27.93,10.68,2.3,4.71,712.0,3.372,,,,,
170364,"DIGIORNO Pizza, supreme topping, thin crispy crust, frozen, baked",,,,USDA reference,USDA FoodData Central SR Legacy,,11.41,28.05,10.8,2.8,,555.0,3.957,,,,,
170365,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust",,,,USDA reference,USDA FoodData Central SR Legacy,,11.06,30.36,12.94,2.3,2.82,637.0,3.941,,,,,
170366,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust",,,,USDA reference,USDA FoodData Central SR Legacy,,13.36,27.0,17.71,2.5,3.02,782.0,5.523,,,,,
170367,"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust",,,,USDA reference,USDA FoodData Central SR Legacy,,11.5,30.62,12.35,2.3,3.32,633.0,4.049,,,,,
170368,"Fast Foods, grilled chicken filet sandwich, with lettuce, tomato and spread",,,,USDA reference,USDA FoodData Central SR Legacy,,17.34,16.78,4.57,0.9,3.08,427.0,1.339,,,,,
170369,"PIZZA HUT 14"" Pepperoni Pizza, THIN 'N CRISPY Crust",,,,USDA reference,USDA FoodData Central SR Legacy,,14.13,32.66,16.17,2.1,2.79,967.0,5.305,,,,,
170370,"DOMINO'S 14"" Pepperoni Pizza, Crunchy Thin Crust",,,,USDA reference,USDA FoodData Central SR Legacy,,13.88,25.35,19.05,2.6,3.65,783.0,5.941,,,,,
170371,"DOMINO'S 14"" Sausage Pizza, Crunchy Thin Crust",,,,USDA reference,USDA FoodData Central SR Legacy,,12.77,25.3,18.52,2.6,3.42,725.0,5.602,,,,,
170372,"PIZZA HUT 14"" Sausage Pizza, Pan Crust",,,,USDA reference,USDA FoodData Central SR Legacy,,11.08,29.56,13.85,2.0,1.82,596.0,4.273,,,,,
170373,"Pizza, cheese topping, thin crust, frozen, cooked",,,,USDA reference,USDA FoodData Central SR Legacy,,11.91,28.8,11.07,3.0,3.71,471.0,3.028,,,,,
170374,"BURGER KING, Double Cheeseburger",,,,USDA reference,USDA FoodData Central SR Legacy,,16.83,17.43,16.13,,4.17,562.0,6.079,,,,,
170375,"Beet greens, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,2.2,4.33,0.13,3.7,0.5,226.0,0.026,,,,,
170376,"Beet greens, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,2.57,5.46,0.2,2.9,0.6,241.0,0.038,,,,,
170377,"Broadbeans, immature seeds, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,5.6,11.7,0.6,4.2,,50.0,0.017,,,,,
170378,"Broadbeans, immature seeds, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,4.8,10.1,0.5,3.6,,41.0,0.02,,,,,
170379,"Broccoli, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,2.82,6.64,0.37,2.6,1.7,33.0,0.031,,,,,
170380,"Broccoli, frozen, spears, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,3.1,5.36,0.11,3.0,1.47,24.0,0.008,,,,,
170381,"Broccoli raab, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,3.17,2.85,0.49,2.7,0.38,33.0,0.044,,,,,
170382,"Broccoli raab, cooked",,,,USDA reference,USDA FoodData Central SR Legacy,,3.83,3.12,0.52,2.8,0.62,56.0,0.046,,,,,
170383,"Brussels sprouts, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,3.38,8.95,0.3,3.8,2.2,25.0,0.023,,,,,
170384,"Burdock root, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,2.09,21.15,0.14,1.8,3.55,4.0,0.035,,,,,
170385,"Butterbur, (fuki), raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.39,3.61,0.04,,,7.0,,,,,,
170386,"Butterbur, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.23,2.16,0.02,,,4.0,,,,,,
170387,"Butterbur, canned",,,,USDA reference,USDA FoodData Central SR Legacy,,0.11,0.38,0.13,,,4.0,,,,,,
170388,"Cabbage, savoy, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,2.0,6.1,0.1,3.1,2.27,28.0,0.007,,,,,
170389,"Cabbage, savoy, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,1.8,5.41,0.09,2.8,,24.0,0.007,,,,,
170390,"Cabbage, chinese (pak-choi), raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.5,2.18,0.2,1.0,1.18,65.0,0.015,,,,,
170391,"Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,1.56,1.78,0.16,1.0,0.83,34.0,0.012,,,,,
170392,"Cabbage, kimchi",,,,USDA reference,USDA FoodData Central SR Legacy,,1.1,2.4,0.5,1.6,1.06,498.0,0.037,,,,,
170393,"Carrots, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.93,9.58,0.24,2.8,4.74,69.0,0.012,,,,,
170394,"Carrots, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.76,8.22,0.18,3.0,3.45,58.0,0.006,,,,,
170395,"Carrots, canned, regular pack, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,0.58,5.37,0.14,1.8,2.46,240.0,0.006,,,,,
170396,"Carrots, canned, regular pack, drained solids",,,,USDA reference,USDA FoodData Central SR Legacy,,0.64,5.54,0.19,1.5,2.48,242.0,0.009,,,,,
170397,"Cauliflower, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,1.84,4.11,0.45,2.3,2.08,15.0,0.032,,,,,
170398,"Cauliflower, frozen, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,2.01,4.68,0.27,2.3,2.22,24.0,0.019,,,,,
170399,"Cauliflower, frozen, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,1.61,3.75,0.22,2.7,1.05,18.0,0.015,,,,,
170400,"Celeriac, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.5,9.2,0.3,1.8,1.6,100.0,0.058,,,,,
170401,"Chard, swiss, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,1.88,4.13,0.08,2.1,1.1,179.0,0.016,,,,,
170402,"Chayote, fruit, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.82,4.51,0.13,1.7,1.66,2.0,0.01,,,,,
170403,"Chayote, fruit, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.62,5.09,0.48,2.8,1.89,1.0,0.0,,,,,
170404,"Chicory, witloof, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.9,4.0,0.1,3.1,,2.0,0.002,,,,,
170405,"Chrysanthemum, garland, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,1.64,4.31,0.09,2.3,2.01,53.0,0.002,,,,,
170406,"Collards, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,3.02,5.42,0.61,4.0,0.46,17.0,0.03,,,,,
170407,"Collards, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,2.71,5.65,0.72,4.0,0.4,15.0,0.026,,,,,
170408,"Collards, frozen, chopped, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,2.69,6.46,0.37,3.6,,48.0,0.027,,,,,
170409,"Corn, sweet, yellow, canned, brine pack, regular pack, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,1.95,13.86,0.77,1.7,4.15,195.0,0.144,,,,,
170410,"Onions, frozen, chopped, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,0.79,6.82,0.1,1.8,,12.0,0.014,,,,,
170411,"Onions, frozen, chopped, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.77,6.59,0.1,1.8,2.9,12.0,0.013,,,,,
170412,"Onions, frozen, whole, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,0.89,8.45,0.06,1.7,3.81,10.0,0.009,,,,,
170413,"Onions, frozen, whole, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.71,6.7,0.05,1.4,2.9,8.0,0.007,,,,,
170414,"Onion rings, breaded, par fried, frozen, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,3.15,30.53,14.1,1.8,,246.0,5.738,,,,,
170415,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",,,,USDA reference,USDA FoodData Central SR Legacy,,4.14,33.79,14.3,2.2,5.1,370.0,3.0,,,,,
170416,"Parsley, fresh",,,,USDA reference,USDA FoodData Central SR Legacy,,2.97,6.33,0.79,3.3,0.85,56.0,0.295,,,,,
170417,"Parsnips, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.2,17.99,0.3,4.9,4.8,10.0,0.112,,,,,
170418,"Peas, edible-podded, frozen, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,3.5,9.02,0.38,3.1,4.82,5.0,0.039,,,,,
170419,"Peas, green, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,5.42,14.45,0.4,5.7,5.67,5.0,0.035,,,,,
170420,"Peas, green, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,5.36,15.63,0.22,5.5,5.93,3.0,0.019,,,,,
170421,"Peas, green, canned, regular pack, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,3.01,10.6,0.48,3.3,3.2,185.0,0.043,,,,,
170422,"Peas, mature seeds, sprouted, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,8.8,27.11,0.68,,,20.0,0.061,,,,,
170423,"Peas, mature seeds, sprouted, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,7.05,17.08,0.51,,,3.0,0.045,,,,,
170424,"Peas and carrots, canned, regular pack, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,2.17,8.48,0.27,2.0,,260.0,0.023,,,,,
170425,"Peas and carrots, frozen, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,3.4,11.15,0.47,3.4,,79.0,0.039,,,,,
170426,"Peppers, hot chili, green, canned, pods, excluding seeds, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,0.9,5.1,0.1,1.3,3.12,1173.0,0.006,,,,,
170427,"Peppers, sweet, green, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.86,4.64,0.17,1.7,2.4,3.0,0.008,,,,,
170428,"Peppers, sweet, green, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.92,6.7,0.2,1.2,3.19,2.0,0.013,,,,,
170429,"Peppers, sweet, green, canned, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,0.8,3.9,0.3,1.2,,1369.0,0.02,,,,,
170430,"Pigeonpeas, immature seeds, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,5.96,19.49,1.36,4.2,2.48,5.0,0.013,,,,,
170431,Poi,,,,USDA reference,USDA FoodData Central SR Legacy,,0.38,27.23,0.14,0.4,0.39,12.0,0.011,,,,,
170432,"Pokeberry shoots, (poke), raw",,,,USDA reference,USDA FoodData Central SR Legacy,,2.6,3.7,0.4,1.7,,23.0,,,,,,
170433,"Pokeberry shoots, (poke), cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,2.3,3.1,0.4,1.5,1.6,18.0,0.013,,,,,
170434,"Potatoes, white, flesh and skin, baked",,,,USDA reference,USDA FoodData Central SR Legacy,,2.1,21.08,0.15,2.1,1.53,7.0,0.003,,,,,
170435,"Potatoes, red, flesh and skin, baked",,,,USDA reference,USDA FoodData Central SR Legacy,,2.3,19.59,0.15,1.8,1.43,12.0,0.003,,,,,
170436,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, as purchased",,,,USDA reference,USDA FoodData Central SR Legacy,,2.34,23.96,4.99,2.0,0.21,349.0,3.102,,,,,
170437,"Potatoes, french fried, crinkle or regular cut, salt added in processing, frozen, oven-heated",,,,USDA reference,USDA FoodData Central SR Legacy,,2.51,27.5,5.13,2.3,0.29,391.0,3.446,,,,,
170438,"Potatoes, boiled, cooked in skin, flesh, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,1.87,20.13,0.1,1.8,0.91,4.0,0.002,,,,,
170439,"Potatoes, boiled, cooked in skin, skin, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,2.86,17.21,0.1,3.3,,14.0,0.002,,,,,
170440,"Potatoes, boiled, cooked without skin, flesh, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,1.71,20.01,0.1,1.8,0.89,5.0,0.002,,,,,
170441,"Potatoes, microwaved, cooked in skin, flesh, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,2.1,23.28,0.1,1.6,,7.0,0.002,,,,,
170442,"Potatoes, au gratin, home-prepared from recipe using butter",,,,USDA reference,USDA FoodData Central SR Legacy,,5.06,11.26,7.59,1.8,,433.0,2.149,,,,,
170443,"Potatoes, canned, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,1.2,9.89,0.11,1.4,,217.0,0.002,,,,,
170444,"Potatoes, canned, drained solids",,,,USDA reference,USDA FoodData Central SR Legacy,,1.41,13.61,0.21,2.3,,219.0,0.005,,,,,
170445,"Potatoes, mashed, dehydrated, flakes without milk, dry form",,,,USDA reference,USDA FoodData Central SR Legacy,,8.34,81.17,0.41,6.6,3.36,77.0,0.009,,,,,
170446,"Potatoes, mashed, dehydrated, prepared from flakes without milk, whole milk and butter added",,,,USDA reference,USDA FoodData Central SR Legacy,,1.77,10.87,5.13,0.8,1.61,164.0,1.31,,,,,
170447,"Potatoes, au gratin, dry mix, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,8.9,74.31,3.7,4.1,,2095.0,1.055,,,,,
170448,"Potatoes, au gratin, dry mix, prepared with water, whole milk and butter",,,,USDA reference,USDA FoodData Central SR Legacy,,2.3,12.84,4.12,0.9,,439.0,1.175,,,,,
170449,"Potatoes, scalloped, dry mix, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,7.77,73.93,4.59,8.6,,1578.0,0.1,,,,,
170450,"Potatoes, scalloped, dry mix, prepared with water, whole milk and butter",,,,USDA reference,USDA FoodData Central SR Legacy,,2.12,12.77,4.3,1.1,,341.0,1.213,,,,,
170451,"Potatoes, french fried, shoestring, salt added in processing, frozen, as purchased",,,,USDA reference,USDA FoodData Central SR Legacy,,2.16,25.59,6.24,2.3,0.2,323.0,3.754,,,,,
170452,"Potatoes, french fried, shoestring, salt added in processing, frozen, oven-heated",,,,USDA reference,USDA FoodData Central SR Legacy,,2.9,31.66,6.76,2.8,0.31,400.0,4.058,,,,,
170453,"Potatoes, o'brien, frozen, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,1.83,17.47,0.14,1.9,,33.0,0.006,,,,,
170454,"Potatoes, o'brien, frozen, prepared",,,,USDA reference,USDA FoodData Central SR Legacy,,2.22,21.86,13.21,1.7,,43.0,5.824,,,,,
170455,"Taro, tahitian, cooked, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,4.16,6.85,0.68,,,54.0,0.055,,,,,
170456,"Tomatoes, green, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.2,5.1,0.2,1.1,4.0,13.0,0.03,,,,,
170457,"Tomatoes, red, ripe, raw, year round average",,,,USDA reference,USDA FoodData Central SR Legacy,,0.88,3.89,0.2,1.2,2.63,5.0,0.031,,,,,
170458,"Tomato juice, canned, with salt added",,,,USDA reference,USDA FoodData Central SR Legacy,,0.85,3.53,0.29,0.4,2.58,253.0,0.005,,,,,
170459,"Tomato products, canned, paste, without salt added (Includes foods for USDA's Food Distribution Program)",,,,USDA reference,USDA FoodData Central SR Legacy,,4.32,18.91,0.47,4.1,12.18,59.0,0.067,,,,,
170460,"Tomato products, canned, puree, without salt added",,,,USDA reference,USDA FoodData Central SR Legacy,,1.65,8.98,0.21,1.9,4.83,28.0,0.031,,,,,
170461,Tomato powder,,,,USDA reference,USDA FoodData Central SR Legacy,,12.91,74.68,0.44,16.5,43.9,134.0,0.066,,,,,
170462,"Tomato products, canned, sauce, with onions, green peppers, and celery",,,,USDA reference,USDA FoodData Central SR Legacy,,0.94,8.77,0.74,1.4,7.36,368.0,0.102,,,,,
170463,"Tomato products, canned, sauce, with tomato tidbits",,,,USDA reference,USDA FoodData Central SR Legacy,,1.32,7.09,0.39,1.4,,15.0,0.058,,,,,
170464,"Tree fern, cooked, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.29,10.98,0.07,3.7,,5.0,0.005,,,,,
170465,"Turnips, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.9,6.43,0.1,1.8,3.8,67.0,0.006,,,,,
170466,"Turnip greens, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,1.14,4.36,0.23,3.5,0.53,29.0,0.015,,,,,
170467,"Turnip greens, canned, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,1.36,2.42,0.3,1.7,,277.0,0.02,,,,,
170468,"Turnip greens, frozen, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,2.47,3.67,0.31,2.5,,12.0,0.02,,,,,
170469,"Turnip greens, frozen, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,3.35,4.98,0.42,3.4,0.75,15.0,0.028,,,,,
170470,"Turnip greens and turnips, frozen, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,2.46,3.39,0.19,2.4,,18.0,0.012,,,,,
170471,"Vegetables, mixed, frozen, unprepared",,,,USDA reference,USDA FoodData Central SR Legacy,,3.33,13.47,0.52,4.0,,47.0,0.031,,,,,
170472,"Vegetables, mixed, frozen, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,2.86,13.09,0.15,4.4,3.12,35.0,0.01,,,,,
170473,"Vegetable juice cocktail, low sodium, canned",,,,USDA reference,USDA FoodData Central SR Legacy,,0.91,3.83,0.32,0.5,2.78,55.0,0.061,,,,,
170474,"Vinespinach, (basella), raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.8,3.4,0.3,,,24.0,,,,,,
170475,"Waxgourd, (chinese preserving melon), cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.4,3.04,0.2,1.0,1.18,107.0,0.037,,,,,
170476,"Winged beans, immature seeds, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,6.95,4.31,0.87,,,4.0,0.25,,,,,
170477,"Winged beans, immature seeds, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,5.31,3.21,0.66,,,4.0,0.189,,,,,
170478,"Winged bean leaves, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,5.85,14.1,1.1,,,9.0,0.285,,,,,
170479,"Beets, harvard, canned, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,0.84,18.18,0.06,2.5,,162.0,0.011,,,,,
170480,"Beets, pickled, canned, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,0.8,16.28,0.08,0.8,11.05,149.0,0.016,,,,,
170481,"Borage, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.8,3.06,0.7,,,80.0,0.211,,,,,
170482,"Borage, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,2.09,3.55,0.81,,,88.0,0.245,,,,,
170483,"Drumstick pods, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,2.1,8.53,0.2,3.2,,42.0,0.102,,,,,
170484,"Drumstick pods, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,2.09,8.18,0.19,4.2,,43.0,0.097,,,,,
170485,"Leeks, (bulb and lower-leaf portion), freeze-dried",,,,USDA reference,USDA FoodData Central SR Legacy,,15.2,74.65,2.1,10.4,,35.0,0.029,,,,,
170486,"Parsley, freeze-dried",,,,USDA reference,USDA FoodData Central SR Legacy,,31.3,42.38,5.2,32.7,,391.0,,,,,,
170487,"Squash, summer, all varieties, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.21,3.35,0.18,1.1,2.2,2.0,0.016,,,,,
170488,"Squash, summer, all varieties, cooked, boiled, drained, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.91,4.31,0.31,1.4,2.59,1.0,0.023,,,,,
170489,"Squash, winter, all varieties, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,0.95,8.59,0.13,1.5,2.2,4.0,0.01,,,,,
170490,"Squash, winter, all varieties, cooked, baked, without salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.89,8.85,0.35,2.8,3.3,1.0,0.026,,,,,
170491,"Carrot juice, canned",,,,USDA reference,USDA FoodData Central SR Legacy,,0.95,9.28,0.15,0.8,3.91,66.0,0.007,,,,,
170492,"Corn pudding, home prepared",,,,USDA reference,USDA FoodData Central SR Legacy,,4.42,16.97,5.04,1.2,6.59,282.0,1.499,,,,,
170493,"Potatoes, mashed, home-prepared, whole milk added",,,,USDA reference,USDA FoodData Central SR Legacy,,1.91,17.57,0.57,1.5,1.48,302.0,0.124,,,,,
170494,Spinach souffle,,,,USDA reference,USDA FoodData Central SR Legacy,,7.89,5.9,12.95,0.7,1.85,566.0,3.021,,,,,
170495,"Seaweed, spirulina, dried",,,,USDA reference,USDA FoodData Central SR Legacy,,57.47,23.9,7.72,3.6,3.1,1048.0,0.675,,,,,
170496,"Seaweed, wakame, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,3.03,9.14,0.64,0.5,0.65,872.0,0.058,,,,,
170497,"Peppers, hot chili, green, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,2.0,9.46,0.2,1.5,5.1,7.0,0.011,,,,,
170498,"Potatoes, o'brien, home-prepared",,,,USDA reference,USDA FoodData Central SR Legacy,,2.35,15.47,1.28,,,217.0,0.347,,,,,
170499,"Shallots, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,2.5,16.8,0.1,3.2,7.87,12.0,0.014,,,,,
170500,"Carrot, dehydrated",,,,USDA reference,USDA FoodData Central SR Legacy,,8.1,79.57,1.49,23.6,38.82,275.0,0.076,,,,,
170501,"Tomatoes, crushed, canned",,,,USDA reference,USDA FoodData Central SR Legacy,,1.64,7.29,0.28,1.9,4.4,186.0,0.043,,,,,
170502,"Tomatoes, orange, raw",,,,USDA reference,USDA FoodData Central SR Legacy,,1.16,3.18,0.19,0.9,,42.0,0.028,,,,,
170503,"Mustard greens, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,2.56,4.51,0.47,2.0,1.41,252.0,0.11,,,,,
170504,"Mustard greens, frozen, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,2.27,3.11,0.25,2.8,0.32,261.0,0.113,,,,,
170505,"Mustard spinach, (tendergreen), cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,1.7,2.8,0.2,2.0,,250.0,,,,,,
170506,"New zealand spinach, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,1.3,2.13,0.17,1.4,0.25,343.0,0.005,,,,,
170507,"Onions, frozen, whole, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.71,6.11,0.05,1.4,2.9,244.0,0.007,,,,,
170508,"Parsnips, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,1.32,17.01,0.3,4.0,4.8,246.0,0.112,,,,,
170509,"Peas, edible-podded, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,3.27,6.46,0.23,2.8,3.99,240.0,0.023,,,,,
170510,"Peas, edible-podded, frozen, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,3.5,8.43,0.38,3.1,4.82,241.0,0.039,,,,,
170511,"Peas, mature seeds, sprouted, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,7.05,17.08,0.51,,,239.0,0.045,,,,,
170512,"Peas and carrots, canned, no salt added, solids and liquids",,,,USDA reference,USDA FoodData Central SR Legacy,,2.17,8.48,0.27,3.3,2.83,4.0,0.023,,,,,
170513,"Peas and carrots, frozen, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,3.09,10.12,0.42,3.1,4.36,304.0,0.035,,,,,
170514,"Peas and onions, frozen, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,2.54,8.63,0.2,2.2,3.77,273.0,0.019,,,,,
170515,"Peppers, sweet, red, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.92,6.11,0.2,1.2,4.39,238.0,0.013,,,,,
170516,"Peppers, sweet, green, frozen, chopped, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,0.95,3.31,0.18,0.9,,240.0,0.012,,,,,
170517,"Pigeonpeas, immature seeds, cooked, boiled, drained, with salt",,,,USDA reference,USDA FoodData Central SR Legacy,,5.96,19.49,1.36,4.2,2.48,240.0,0.013,,,,,
